MSZoning,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice_Log,GrLivArea_Log,LotArea_Log,MSZ_num,NbHd_num,ExtQ_num,BsQ_num,KiQ_num
RL,6,2005,2006,0.0,750,750,2,6,0,2005.0,2,564,12.066235700342375,7.313220387090301,9.087720658428273,3,2,2,2,3
RL,10,2006,2007,230.0,1700,1718,2,7,1,2008.0,3,786,12.729320789294722,7.4489161025442,9.429957713513835,3,3,4,3,4
RL,4,1946,1950,0.0,747,774,1,5,0,1946.0,1,305,11.708492248514204,7.114769448366463,8.457867725331422,3,1,2,1,2
RL,5,1961,1961,0.0,1050,1050,1,6,0,1961.0,1,368,11.824079893607152,6.956545443151569,9.274159884689137,3,1,2,1,2
RL,6,1970,1970,571.0,1442,1442,2,6,1,1970.0,2,615,12.128111104060462,7.273786317844895,9.368796057668156,3,2,2,1,2
RM,3,1922,1950,0.0,1007,1077,1,6,1,1922.0,1,210,11.418614785498987,6.981934677156389,9.188708071849069,2,1,2,1,2
RL,7,2006,2006,24.0,1187,1208,2,6,0,2006.0,2,632,12.235631447771718,7.0967213784947605,8.819073983267831,3,2,3,2,3
RL,3,1952,1952,0.0,0,944,1,4,0,1956.0,2,528,11.314474526246391,6.8501261661455,9.230731061623917,3,1,2,1,1
RL,5,1920,1950,0.0,691,691,1,4,0,1920.0,1,216,11.362102575235644,6.53813982376767,8.594154232552366,3,1,2,1,4
RL,8,2006,2006,53.0,1574,1574,2,7,1,2006.0,3,824,12.354492650648448,7.3613754289773485,9.38907215991958,3,2,3,2,3
RL,5,1976,1976,164.0,1680,1680,2,8,0,1976.0,2,528,11.827042533619087,7.426549072397305,9.350102314351341,3,2,2,1,2
RL,7,2005,2006,16.0,1346,1504,2,7,1,2005.0,2,457,12.106252310247962,7.315883504509785,8.065265208897733,3,2,3,2,3
RL,5,1977,1977,220.0,985,985,2,6,0,1977.0,1,328,11.917723684090689,6.892641641172089,9.034199674257309,3,2,3,2,2
RL,6,1970,1970,0.0,1657,1657,2,7,1,1970.0,2,484,12.004568269319446,7.4127640174265625,9.405495886750224,3,1,2,2,2
RM,4,1970,1970,0.0,546,546,1,6,0,1970.0,1,286,11.385092093460344,6.9957661563048505,7.7039102096163115,2,1,2,1,2
RL,7,2004,2005,108.0,1710,1710,2,7,1,2004.0,2,550,12.388394202324129,7.444248649496705,9.402447229504935,3,1,3,3,3
RL,5,1926,1950,0.0,1008,1008,2,7,0,1978.5061638868744,0,0,11.532728092266408,7.3277805384216315,8.699514748210191,3,1,2,1,2
RL,5,1948,1950,0.0,720,720,2,7,1,1948.0,1,312,11.813030057420567,7.147559271189454,9.96580485860099,3,1,2,1,2
RL,5,1965,1965,0.0,0,1664,2,8,0,1978.5061638868744,0,0,11.512925464970229,7.416979621381154,9.192685436737461,3,1,2,1,2
RL,6,1923,1996,0.0,602,900,1,7,2,1923.0,1,180,12.013700752882718,7.31455283232408,9.26785427817679,3,2,2,1,3
RM,5,1910,2006,0.0,1022,1022,1,4,0,1956.0,1,280,11.350406535472453,6.92951677076365,8.881836305004146,2,1,2,1,2
RL,6,1948,1950,206.0,1082,1082,1,5,1,1948.0,1,240,11.688558033613386,6.9865664594064265,9.36426245424844,3,1,2,1,2
RL,8,2001,2001,0.0,810,810,2,6,0,2001.0,2,528,12.332705296463539,7.417580402414544,9.035986984831405,3,2,3,2,3
RL,7,1996,1996,196.0,1504,1504,2,6,1,1996.0,2,478,12.220961258023925,7.315883504509785,9.382864086290027,3,2,3,2,3
RL,8,1984,1984,0.0,1220,1360,1,4,1,1984.0,2,565,12.141534124392603,7.215239978730097,8.668024081118821,3,3,3,2,3
RL,7,1991,1992,76.0,384,802,2,7,1,1991.0,2,402,11.982929094215963,7.294377299288821,9.285818833152089,3,2,3,2,3
RL,7,2005,2005,145.0,1362,1506,2,6,1,2005.0,2,440,12.27134527214637,7.317212408359839,8.0106915391303,3,2,3,2,3
RL,4,2005,2005,0.0,1132,1132,1,5,0,2005.0,2,451,12.078239274020289,7.0317412587631285,8.857088135314953,3,1,2,2,3
RL,7,2006,2006,84.0,1199,1220,2,6,0,2006.0,2,632,12.175613438045465,7.106606137727303,8.910045761473558,3,2,3,2,3
RM,5,1930,1950,0.0,912,912,1,6,0,1957.0,1,160,11.37366339763672,7.129297548929373,9.152605321324945,2,1,2,1,2
RL,7,2005,2006,14.0,1346,1504,2,7,1,2005.0,2,437,12.160028707028767,7.315883504509785,8.065265208897733,3,2,3,2,3
RL,8,1976,1976,0.0,1565,2898,2,10,1,1976.0,2,665,12.567237494741757,7.971776122880628,9.648466262323895,3,2,3,2,3
RL,5,1972,1972,0.0,882,882,1,5,0,1980.0,2,461,11.630708500626612,6.782192056006791,8.948975607841776,3,2,2,1,2
RL,5,1960,1960,324.0,1268,1264,1,6,2,1960.0,2,461,12.028738630247258,7.142036574706803,9.137769679141348,3,1,2,1,2
RL,8,2007,2008,338.0,1638,1646,2,7,1,2008.0,3,800,12.588190652108505,7.406103381237015,9.161150127785412,3,2,3,2,3
RL,5,1941,1950,0.0,768,968,1,6,1,1941.0,1,240,11.56171562913966,7.226936018493289,9.158204617555654,3,1,2,1,2
RM,6,1972,1972,281.0,672,672,1,7,0,1972.0,1,264,11.678439903447801,7.1049654482698426,7.426549072397305,2,1,2,1,2
RH,5,1916,1995,0.0,686,948,2,10,0,1978.5061638868744,0,0,11.982929094215963,7.564238475170491,8.86531163267185,2,1,2,1,2
RL,7,1920,1970,0.0,824,1687,2,12,2,1970.0,2,672,12.190959007720126,8.033334015880062,9.671744632408455,3,1,2,1,2
RL,8,1993,1993,0.0,1338,1352,2,10,1,1993.0,3,796,12.644327576461329,7.832014180505469,9.584727524513486,3,3,3,2,3
RL,7,2002,2002,295.0,1654,1654,2,6,0,2002.0,3,900,12.345834587905333,7.4109518755836366,9.002701007197938,3,2,3,2,3
RL,5,1938,1950,0.0,920,954,1,5,1,1938.0,1,240,11.693161515273161,6.860663671448287,8.74909824839902,3,2,2,1,1
RL,4,1957,1957,0.0,0,845,1,5,0,1957.0,1,290,11.33857207782545,6.739336627357174,9.350102314351341,3,1,2,1,2
RL,9,2007,2008,70.0,1620,1620,2,6,1,2008.0,3,912,12.661913960963405,7.3901814282264295,9.464827539570322,3,2,3,3,4
RL,8,2001,2002,396.0,1055,1055,2,7,1,2001.0,2,905,12.567237494741757,7.724446645633537,9.131297164635729,3,2,3,2,3
RM,4,1970,2008,0.0,546,798,1,6,1,1978.5061638868744,0,0,11.48246625748552,7.203405521083095,7.334981878871814,2,1,2,1,2
RM,4,1970,1970,0.0,630,630,1,3,0,1970.0,1,286,11.289781913656018,6.4457198193855785,7.29776828253138,2,1,2,2,2
RL,5,1957,2000,67.0,1134,1803,2,8,1,1957.0,2,484,11.951180395901384,7.497207223203318,9.482274087459825,3,1,2,1,2
RL,6,1966,2000,252.0,800,800,1,7,0,1966.0,2,484,12.061046873479915,7.397561535524052,9.119320973589014,3,2,2,1,3
RL,6,2005,2005,135.0,1306,1306,2,5,1,2005.0,2,624,12.185869938212655,7.174724309836376,8.59062950948942,3,3,3,2,3
RL,7,1990,1990,99.0,1475,1532,2,10,1,1990.0,2,514,12.477167914377556,7.753194269884341,9.379154445411636,3,1,2,2,3
RL,8,1981,1981,0.0,2524,2524,2,9,1,1981.0,2,542,12.535376392672774,7.8336002236611035,9.169518377455928,3,2,3,2,3
RL,3,1955,1955,0.0,0,1733,2,8,1,1955.0,2,452,11.84653646931041,7.457609289715606,9.523690191176541,3,1,2,1,2
RL,9,2005,2006,208.0,1992,1992,3,11,1,2005.0,3,716,13.229567991666638,7.961370201719511,9.683837890476173,3,3,3,3,4
RL,5,1994,1995,0.0,990,990,1,5,0,1996.0,2,672,11.884489021402711,6.897704943128636,9.131838143821225,3,2,2,2,2
RL,5,1960,2006,75.0,0,1771,1,9,1,1960.0,2,336,11.652687407345388,7.479299637782834,9.98736903651683,3,1,2,1,2
RL,4,1946,2006,0.0,0,930,1,6,0,1946.0,1,308,11.349229372299439,6.835184586147301,9.314700387300425,3,1,2,1,3
RL,7,2007,2007,0.0,1302,1302,2,6,0,2007.0,2,436,12.080991165908294,7.171656822768514,9.104201775914515,3,2,3,2,3
RL,7,2007,2007,0.0,1316,1316,2,6,1,2007.0,2,440,12.206777397134413,7.182352111885263,9.32143441948177,3,2,3,2,3
RL,6,1964,1978,272.0,816,1127,1,9,1,1964.0,2,540,12.013700752882718,7.589335823170617,9.159047077588632,3,1,2,1,2
RL,5,1957,2002,145.0,1216,1526,1,7,1,1957.0,1,364,11.881034786534624,7.330405211844402,9.055089086704891,3,1,2,1,2
RL,8,2002,2002,210.0,1065,1091,2,7,1,2002.0,2,586,12.449018824140563,7.5953872788539725,9.33846969968671,3,2,3,2,3
RL,6,1976,1976,160.0,1193,1523,2,7,1,1976.0,2,478,12.100712129872347,7.328437352895162,9.337941716569905,3,2,2,2,2
RL,7,2005,2005,240.0,1364,1364,2,6,1,2005.0,2,484,12.132695175725399,7.218176838403408,8.861066543517762,3,3,3,2,3
RL,7,1994,1994,0.0,973,979,2,7,1,1994.0,2,467,12.421184025147118,7.52294091807237,10.307585059236986,3,3,3,2,3
RL,9,2008,2008,154.0,1104,1130,2,10,1,2008.0,3,836,12.721885810807203,7.688913336864796,9.33326571881348,3,3,4,3,4
RL,6,1932,1950,480.0,854,1096,1,7,1,1977.0,2,432,12.301382825334498,7.596392304064196,9.330343164370879,3,2,2,1,2
RL,8,2001,2001,0.0,1338,1338,2,6,0,2001.0,2,582,12.271392111650817,7.198931240688173,8.501063809486354,3,3,3,2,3
C (all),3,1935,1950,0.0,894,894,1,6,0,1994.0,3,1248,11.302204433654575,6.795705775173514,9.798127036878302,1,1,1,1,2
RM,5,1900,1950,0.0,662,1422,2,10,0,1945.0,2,560,11.407564949312402,7.756623334538858,9.517825071724143,2,1,2,1,2
RM,6,1925,1980,0.0,1103,1103,1,5,1,1976.0,2,440,11.612770799939945,7.005789019253503,8.699514748210191,2,1,2,1,3
RL,5,1966,1966,200.0,1154,1154,1,6,1,1966.0,2,480,11.944707881395766,7.050989447068045,9.305650551780507,3,1,2,1,2
RL,7,1996,1997,0.0,1306,1306,2,7,0,1996.0,2,533,12.70076888736628,7.723120092266331,9.546812608597396,3,2,3,3,3
RL,6,1993,1994,0.0,799,799,2,7,1,1993.0,2,380,12.089538829274222,7.359467638255621,8.966611387052865,3,2,3,2,2
RL,6,1964,1964,360.0,780,798,1,7,0,1964.0,2,442,12.031123843065632,7.384610383176974,9.186047679407139,3,1,2,1,2
RM,6,1973,1973,0.0,942,1291,2,10,1,1973.0,2,576,11.927680619985486,7.83241092718792,8.285008895449879,2,1,2,2,2
RL,5,1949,2003,0.0,845,893,1,4,0,1985.0,2,576,11.813030057420567,6.794586580876499,9.169518377455928,3,1,2,1,3
RL,5,1956,1956,120.0,1048,1048,1,6,0,1956.0,1,286,11.813030057420567,6.954638864880987,9.225426009394223,3,1,2,1,2
RL,6,1968,1968,0.0,727,829,1,8,0,1968.0,2,441,11.944707881395766,7.349873704738337,9.367344120785848,3,2,2,1,2
RL,5,1948,1950,0.0,810,1002,1,7,1,1954.0,1,280,11.424094251263613,7.283448228756631,8.933927891782632,3,1,2,1,2
RL,6,1977,1977,140.0,690,698,1,6,0,1977.0,2,440,11.979799201207037,7.262628600974241,8.980927207648378,3,1,2,1,2
RL,7,2006,2006,0.0,1240,1240,2,5,0,2006.0,3,826,12.175613438045465,7.122866658599083,9.054388070202297,3,2,3,2,3
RL,7,1940,1984,0.0,800,960,1,6,2,1940.0,1,240,12.299107511497363,7.461640392208575,9.482274087459825,3,2,2,1,2
RL,5,1936,1989,0.0,796,1096,2,7,1,1950.0,2,566,12.043553716032399,7.290292882446597,9.287301413112312,3,1,2,1,3
RL,5,1969,1969,0.0,1096,1096,1,6,0,1969.0,1,299,11.840789327054841,6.999422467507961,9.672185813520455,3,1,2,1,2
RM,6,2004,2004,169.0,848,848,1,3,1,2004.0,2,420,11.956970055045868,6.742880635791903,8.39728289474368,2,2,3,2,3
RL,5,1994,1994,0.0,990,990,1,5,0,1996.0,1,299,11.744037185933616,6.897704943128636,9.079662048334066,3,2,2,2,2
RL,6,1971,2004,144.0,1258,1258,2,5,0,1971.0,2,528,11.884489021402711,7.1372784372603855,9.309280319831087,3,2,3,1,3
RL,5,1963,1963,0.0,1040,1040,1,5,0,1963.0,1,308,11.79810440720389,6.946975992135418,8.922658299524402,3,1,2,1,2
RL,7,2002,2002,100.0,1459,1459,2,6,1,2002.0,2,527,12.165250651009918,7.285506548522785,9.076694687106265,3,2,3,2,3
RL,6,1964,1964,425.0,1251,1251,1,6,2,1964.0,1,461,11.982929094215963,7.1316985104669115,9.082507000466299,3,1,2,1,2
RL,6,1995,1996,0.0,691,691,2,6,1,1995.0,2,409,12.141534124392603,7.311886164077165,9.475086413144906,3,2,2,2,2
RL,6,1992,1992,0.0,936,996,1,5,0,1992.0,2,564,11.898187865760873,6.903747257584598,9.112617283447568,3,1,2,2,3
RM,4,1973,1973,0.0,546,546,1,6,0,1973.0,1,286,11.332601910838946,6.9957661563048505,7.587817219993427,2,1,2,1,2
FV,8,2005,2006,0.0,1082,1082,2,9,1,2005.0,3,1043,12.437184366493561,7.577121930876679,9.266153436795395,3,2,3,2,3
RM,7,2004,2004,50.0,970,970,2,7,0,2004.0,2,380,11.831379196088763,7.443663683115591,7.8328075165248645,2,1,3,2,3
FV,8,2005,2005,0.0,1247,1247,1,4,1,2005.0,2,550,12.190959007720126,7.1284959456800365,8.106514516255185,3,2,3,2,3
RL,3,1950,1950,0.0,0,1040,2,6,0,1987.0,2,400,11.439278924801929,6.946975992135418,9.052984561199976,3,1,2,1,2
FV,7,1999,2000,212.0,600,624,2,4,0,1999.0,2,462,11.982929094215963,7.132497551660044,7.67786350067821,3,2,3,2,3
RL,6,1925,1950,0.0,1181,1390,2,7,1,1925.0,2,576,11.824079893607152,7.434847875211999,9.035986984831405,3,1,2,1,2
RL,5,1965,1998,166.0,864,1200,1,6,0,1977.0,2,884,11.891361900690473,7.090076835776092,9.130214327496898,3,1,2,1,3
RL,5,1956,2000,0.0,936,936,1,4,0,1956.0,1,308,11.76756768334381,6.841615476477592,8.677269139262872,3,1,2,1,2
RL,6,2006,2006,0.0,1314,1314,2,6,1,2006.0,2,440,12.08069081199846,7.1808311990445555,9.139595967450425,3,2,3,2,3
RM,6,1914,2006,0.0,684,773,1,7,0,1978.5061638868744,0,0,11.751942365440728,7.2115567333138015,8.836664586357426,2,1,2,1,3
RL,8,1986,1986,0.0,1074,1088,1,5,0,1987.0,2,461,12.043553716032399,6.992096427415888,8.215006432761575,3,3,3,2,3
RM,4,1936,1950,0.0,672,757,1,6,0,1936.0,1,240,11.759785542901755,7.188412736496954,8.699514748210191,2,1,2,1,2
RL,7,1978,1978,206.0,1271,1601,2,7,1,1978.0,2,478,11.964001084330445,7.3783837129967145,9.382611592916636,3,2,2,2,2
RL,2,1920,1950,0.0,290,438,1,3,0,1930.0,1,246,11.002099841204238,6.082218910376446,9.035986984831405,3,1,2,1,1
RL,5,1971,1971,0.0,950,950,1,5,0,1981.0,1,280,11.691071650353702,6.856461984594587,9.185842740375783,3,1,2,1,2
RL,5,1960,2002,45.0,1010,1134,1,6,0,1960.0,1,254,11.813030057420567,7.033506484287697,8.85366542803745,3,1,2,1,2
RL,6,1959,1959,0.0,655,1194,1,6,1,1954.0,2,539,11.979799201207037,7.085064293952548,9.094929520464856,3,1,2,1,2
RM,5,1970,1970,304.0,630,630,2,6,0,1970.0,2,440,11.571194373094205,7.171656822768514,7.60887062919126,2,1,2,1,2
RL,8,1994,1995,362.0,1463,1500,2,9,2,1994.0,2,712,12.691580461311874,7.871692664323645,9.413770891980372,3,3,3,3,3
RL,7,1990,1991,0.0,910,1442,2,6,1,1990.0,2,719,12.100156419938624,7.273786317844895,9.24541789858888,3,1,3,2,3
RL,7,2006,2006,0.0,868,887,2,9,1,2006.0,2,422,12.523525876315125,7.611347717403621,10.054361440970256,3,2,3,3,3
RL,6,2000,2000,0.0,924,948,2,7,1,2000.0,2,463,12.106252310247962,7.432483807917119,8.995040974685022,3,2,2,2,2
RL,8,2004,2005,42.0,1836,1836,2,7,1,2004.0,3,862,12.542544882151386,7.515344571180436,9.338029733117072,3,3,3,3,3
RL,6,1995,1996,0.0,773,773,2,8,1,1995.0,2,431,12.144197241812087,7.4133673356952405,8.987196820661973,3,2,2,2,2
RL,7,1976,1976,660.0,803,1098,2,8,1,1976.0,2,483,12.230765258120545,7.582738488914411,9.257223957875032,3,2,2,1,2
RL,5,1957,1957,0.0,816,816,1,5,0,1957.0,1,308,11.77452020265869,6.704414354964107,8.867850063029406,3,1,2,1,2
RL,5,1953,2006,0.0,1008,1008,1,6,0,1953.0,1,240,11.809319478024031,6.915723448631314,9.09638749190015,3,1,2,1,3
RL,5,1954,2000,0.0,833,833,1,4,0,1955.0,1,326,11.669929213779893,6.725033642166843,8.594154232552366,3,1,2,1,3
RL,8,2007,2007,328.0,1734,1734,2,7,1,2007.0,3,928,12.669806661762314,7.458186157340487,9.399720293137584,3,3,3,3,4
RL,8,2002,2002,0.0,408,779,2,7,1,2002.0,2,527,12.123234367221169,7.257707677160043,8.955448122347393,3,2,3,2,3
RL,5,1967,2003,0.0,894,894,1,5,0,1967.0,2,450,11.77528972943772,6.795705775173514,9.186457431512851,3,1,2,1,3
RL,5,1958,1987,0.0,533,1021,1,6,0,1958.0,1,300,11.84939770159144,7.3783837129967145,9.534233826390535,3,1,2,1,2
RL,5,1959,1959,0.0,1040,1040,1,6,0,1959.0,1,286,11.803353763090035,6.946975992135418,8.930626469173578,3,1,2,1,2
RM,6,1920,1950,0.0,1012,1012,1,6,1,1920.0,1,308,11.681824001432043,6.919683849847411,9.019542996701185,2,1,2,1,2
RL,7,2005,2006,196.0,1552,1552,2,7,0,2005.0,3,782,12.26857785088157,7.347299700743164,9.218705288307811,3,2,3,2,3
RL,4,1956,1956,0.0,672,960,1,5,0,1956.0,1,288,11.626254150277232,6.866933284461882,9.096723645189215,3,1,2,1,2
RL,5,1947,2008,0.0,698,698,1,4,0,1978.5061638868744,0,0,11.678439903447801,6.548219102762372,9.14899674173513,3,1,2,1,2
RL,7,1992,1992,170.0,384,812,2,7,1,1992.0,2,392,12.00701176473192,7.301147805856032,9.118773178450692,3,2,2,2,3
RL,4,1955,1955,0.0,1005,1005,1,5,1,1977.0,2,672,11.652687407345388,6.912742820493176,9.252824983582338,3,1,2,1,1
RL,7,2007,2007,130.0,1373,1555,2,7,1,2007.0,3,660,12.066810578196666,7.349230824613334,8.211754397375197,3,2,3,2,3
RL,7,2004,2004,0.0,1530,1530,2,7,1,2004.0,3,630,12.464583340681674,7.333023014386481,9.586857158128455,3,2,3,2,3
RL,7,2004,2005,0.0,847,847,2,8,1,2004.0,2,434,12.2783933071098,7.580189417944541,9.375515769935166,3,2,3,2,3
RM,5,1980,1980,180.0,936,936,1,4,0,1980.0,2,672,11.84939770159144,6.841615476477592,8.881836305004146,2,1,2,2,2
RL,4,1928,1950,0.0,1122,1328,2,7,2,1981.0,2,576,11.813030057420567,7.591357046698551,8.962391701743002,3,1,2,1,3
RL,5,1991,1992,0.0,974,974,1,5,0,1978.5061638868744,0,0,11.44571671527678,6.881411303642535,9.279119887371008,3,1,2,2,2
RM,6,1880,1950,0.0,1008,1178,2,8,0,1930.0,1,205,11.67419361256635,7.700747794511798,9.20029003612268,2,1,2,1,1
RL,8,1995,1995,0.0,1128,1142,2,8,1,1995.0,2,466,12.386308695833106,7.61085279039525,9.19299073364107,3,1,3,2,3
RL,6,1997,1997,0.0,916,916,2,7,1,1997.0,2,460,12.037653993905211,7.3777589082278725,9.079434102128383,3,2,2,2,2
RM,6,1926,1950,0.0,960,986,1,5,1,1926.0,1,180,11.532728092266408,6.893656354602635,8.729073550451737,2,1,2,1,2
RL,6,1950,1950,0.0,1032,1032,1,6,0,1950.0,1,288,11.686878772093667,7.132497551660044,9.169518377455928,3,1,2,1,2
RL,5,1875,1996,0.0,780,780,1,6,0,1978.5061638868744,0,0,11.451050061252142,6.927557906278317,8.754949455098293,3,1,2,1,2
RL,6,1977,1977,0.0,1567,1567,2,5,2,1977.0,2,714,12.185869938212655,7.356918242356021,9.19207456316929,3,1,2,1,3
RL,5,1920,1950,0.0,915,1167,1,6,1,1972.0,2,495,11.877568578558138,7.062191632286556,9.074635189810808,3,1,2,1,2
RL,5,1951,1951,0.0,952,952,1,4,0,1988.0,2,840,11.842229212112828,6.858565034791365,8.902455592206882,3,1,2,1,2
RL,5,1976,1976,44.0,780,1088,2,9,1,1976.0,2,484,12.193493863323313,7.532623618788788,9.240287448344136,3,2,2,1,3
RL,8,2006,2007,340.0,1466,1466,3,11,1,2006.0,3,1052,12.959538518762063,7.947325027016463,9.206834232646894,3,2,3,3,3
RL,5,1959,1959,0.0,1006,1006,1,5,0,1978.5061638868744,0,0,11.289781913656018,6.913737350659685,9.104979856318357,3,1,2,1,2
RL,4,1941,1950,0.0,672,672,1,5,0,1941.0,1,280,11.289781913656018,6.828712071641684,9.407550541263888,3,1,2,2,1
RM,5,1928,1950,0.0,1042,1042,1,8,1,1928.0,1,225,11.911701584927597,7.362645270417825,8.738735461363474,2,1,2,1,2
RL,6,1985,1985,85.0,1298,1298,2,5,1,1985.0,2,403,12.100712129872347,7.168579897264035,9.323669057283185,3,1,3,2,3
RL,7,1941,1950,0.0,704,860,1,7,1,1941.0,1,234,12.069680020624618,7.355001921105257,9.392661928770137,3,2,2,1,1
RM,7,1926,1950,0.0,572,572,1,5,1,1982.0,1,288,11.66907414746016,7.01301578963963,8.648221453822641,2,1,2,1,2
RM,7,1920,1988,0.0,650,832,1,7,0,1930.0,2,324,11.870599909242044,7.301147805856032,9.104979856318357,2,1,2,1,2
RL,6,1950,1950,0.0,932,932,1,4,1,1950.0,1,306,11.728036844587175,6.837332814685591,9.021598247379305,3,1,2,1,3
RL,5,1959,1959,132.0,1466,1466,1,6,2,1959.0,2,528,11.917723684090689,7.290292882446597,9.784422445377189,3,1,2,1,1
RL,6,1956,2004,0.0,1073,1811,1,6,1,1956.0,2,470,12.345834587905333,7.501634457883413,9.55499334068759,3,2,2,1,4
RM,6,1930,2007,0.0,816,816,1,5,0,2002.0,1,432,11.699405031912846,6.704414354964107,8.681011276645632,2,1,3,1,2
RL,7,1965,1988,288.0,864,902,1,8,2,1965.0,2,492,12.215032386901646,7.506591780070841,9.525151111816216,3,1,2,1,3
RL,5,1976,2004,0.0,1437,1437,2,6,1,1976.0,2,528,12.292250341771226,7.270312886079025,9.284334051884509,3,2,3,2,3
RL,5,1965,1999,0.0,1219,1265,2,6,1,1965.0,2,502,12.100156419938624,7.142827401161621,9.143131622282732,3,1,2,1,3
RL,7,2007,2008,166.0,1314,1314,2,6,1,2008.0,2,626,12.345834587905333,7.1808311990445555,8.517393171418904,3,3,3,2,3
RL,8,2007,2008,186.0,1580,1580,2,7,0,2008.0,3,830,12.367885325692589,7.365180126021013,9.386979145634639,3,2,3,2,3
RL,6,1974,1974,270.0,901,943,2,8,1,1974.0,2,540,12.128111104060462,7.53689712956617,9.118225083068378,3,2,3,1,3
RL,6,1978,1978,0.0,855,855,2,7,1,1978.0,2,440,11.891361900690473,7.283448228756631,7.731930721948486,3,1,2,2,2
RL,6,1954,2006,72.0,1296,1640,1,7,1,1993.0,2,924,12.319401330837177,7.402451520818244,9.600894867348593,3,2,3,1,3
RL,5,1968,1968,0.0,894,894,1,5,1,1968.0,2,450,11.76756768334381,6.795705775173514,9.07383312732152,3,1,2,2,2
RL,4,1969,1969,0.0,1198,1258,0,6,0,1969.0,2,400,11.598726943661342,7.1372784372603855,9.464982590349763,3,1,2,2,2
RL,5,1978,1978,0.0,1360,1432,1,5,1,1978.0,2,588,12.175613438045465,7.266827347520591,9.69010867127683,3,2,2,2,3
RL,7,2009,2009,268.0,1502,1502,2,7,0,2009.0,2,644,12.359523080243038,7.31455283232408,9.163353580751846,3,3,3,2,3
RL,8,2008,2008,72.0,1694,1694,2,7,0,2008.0,3,776,12.41044104151805,7.434847875211999,9.25674674479034,3,2,3,2,3
RL,6,2000,2000,0.0,959,959,2,7,1,2000.0,2,472,12.061046873479915,7.421177528595393,9.292104673778823,3,2,2,2,2
RL,6,1935,1986,0.0,1127,1236,2,7,2,1935.0,2,540,12.367340793126296,7.653494909661253,9.527192821727743,3,1,2,1,3
RL,10,1995,1996,1378.0,1930,1831,3,10,1,1995.0,3,807,13.345506928718539,8.196161139282902,10.48458522928745,3,3,3,3,3
RL,6,1977,1977,0.0,1096,1118,1,6,1,1977.0,1,358,12.049418835484797,7.0192966537150445,9.198267790741914,3,1,2,1,2
RL,6,1958,1958,0.0,1261,1261,1,6,1,1958.0,2,433,12.0015054797889,7.13966033596492,9.118225083068378,3,1,2,1,2
FV,7,2006,2007,0.0,625,625,2,5,0,2006.0,2,625,12.05466819137094,7.1308988302963465,8.298290634359283,3,2,3,2,3
RL,5,1946,1994,0.0,1598,1636,3,12,1,1978.5061638868744,0,0,12.20856952572876,8.034631032923107,9.799792316197363,3,2,2,1,4
RL,6,1932,1950,0.0,952,1170,2,9,1,1932.0,2,360,12.384218830913648,7.76004068088038,9.71474542793925,3,2,2,2,2
RL,8,1992,2000,337.0,1683,2129,2,9,1,1992.0,2,541,12.560244459250788,7.962763930168115,9.275940829060131,3,3,3,2,3
RL,5,1984,1985,0.0,876,923,1,5,0,1984.0,1,264,11.691071650353702,6.827629234502852,8.846640813100485,3,1,2,1,2
RM,6,1926,2004,0.0,818,818,1,5,0,1926.0,1,210,11.652687407345388,7.1098794630722715,8.281470857895167,2,1,2,1,2
RL,5,1921,1950,0.0,731,820,1,7,1,1921.0,1,186,11.95053502640496,7.202661196523238,8.946505025998682,3,2,2,1,2
RL,5,1954,1954,0.0,0,1124,1,5,1,1978.5061638868744,0,0,11.440354772135393,7.024649030453636,9.028218795184895,3,1,2,1,2
RL,7,1990,1991,0.0,1216,1298,2,8,0,1990.0,2,693,12.429216196844383,7.829630389150193,9.320986892063246,3,2,2,2,2
RM,8,2008,2008,186.0,1600,1652,2,5,1,2008.0,2,482,12.8802918162046,7.409741954080923,8.628197749459149,2,2,4,3,3
RL,10,1996,1996,0.0,2396,2411,3,10,2,1996.0,3,813,13.521139497361697,8.406485069431817,9.656499466411903,3,3,3,3,4
RL,5,1920,1950,0.0,1120,1130,1,5,1,1970.0,2,720,11.695247021764184,7.029972911706386,9.287301413112312,3,1,2,1,2
RL,5,1963,1963,226.0,1572,1572,1,5,2,1963.0,3,995,12.137258329529814,7.360103972989152,10.466896138710247,3,2,2,1,2
RL,5,1924,1950,0.0,784,949,1,7,0,1965.0,1,392,11.560762794384388,7.107425474110705,9.183791036742646,3,1,2,1,2
RL,3,1900,1970,0.0,978,1014,2,7,0,1920.0,2,420,11.461632170582678,7.4377951216719325,9.270023374137356,3,1,2,1,2
RL,8,1994,1995,0.0,1624,1624,2,5,1,1994.0,3,757,12.476099782743233,7.392647520721623,9.430359045942868,3,3,3,2,3
RL,7,2002,2002,95.0,831,831,2,7,0,2002.0,2,493,12.180754837545884,7.414572881350589,9.097731427593528,3,2,3,2,3
RL,7,1999,1999,0.0,994,1028,2,7,1,1999.0,2,442,12.14950229404178,7.4977617006225685,8.922658299524402,3,2,2,1,3
RL,4,1961,1975,149.0,1249,1622,1,7,1,1975.0,4,1356,12.031719258385396,7.3914152346753585,10.387856258239758,3,1,2,1,2
FV,8,1999,2000,456.0,776,764,2,5,0,1999.0,2,492,12.066810578196666,7.273092595999522,7.8804263442924,3,2,3,2,3
